"ID"|ID_Exclusiva|Ativo|Modo_da_Tarefa|Nome_da_Tarefa|Duração|Tipo|Nível_da_Estrutura_de_Tópicos|Duração_da_Linha_de_Base|Predecessoras|Data_Início|Data_Término|Início_Antecipado|Término_Antecipado|Início_Atrasado|Término_Atrasado|Margem_de_Atraso_Permitida|Margem_de_Atraso_Total|Atraso_do_Nivelamento|Porcentagem_Concluída|Início_Real|Término_Real|Início_da_Linha_de_Base|Término_da_Linha_de_Base|Tipo_de_Restrição|Data_da_Restrição|Parar|Retomar|Criado|Trabalho_Agendado|Trabalho_da_Linha_de_Base|Trabalho_Real|Custo|Custo_Fixo|Custo_da_Linha_de_Base|Custo_Real|Custo_Restante|EDT|Prioridade|Marco|Resumo|Acúmulo|Texto1|Texto2|Texto3|Texto4|Texto5|Texto6|Texto7|Texto8|Texto9|Texto10|Custo1|Custo2|Custo3|Duração1|Duração2|Duração3|Sinalizador1|Sinalizador2|Sinalizador3|Sinalizador4|Sinalizador5|Sinalizador6|Sinalizador7|Sinalizador8|Sinalizador9|Sinalizador10|Marcada|Número1|Número2|Número3|Número4|Número5|Arquivo_de_Subprojeto|Informações
1|5|Sí|Agendada Manualmente|CRM + Omnicanalidad (HAPPY)|1 día||1|||lun 17/01/22|lun 17/01/22||||||||0%|||||||||||||$0,00|||$0,00||1||No|No|Sí|||||||||||||||||||||||||||No|||||||
